,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"B[0, 18]",-0.06,1.042,-2.034,1.911,0.022,0.015,2254.0,3912.0,1.0
"B[0, 19]",-0.039,0.244,-0.484,0.441,0.003,0.002,8350.0,6601.0,1.0
"B[0, 20]",0.026,0.246,-0.425,0.495,0.003,0.002,7874.0,7343.0,1.0
"B[0, 21]",0.017,0.978,-1.863,1.901,0.01,0.01,9091.0,6121.0,1.0
"B[0, 22]",-0.1,1.31,-2.628,2.372,0.034,0.024,1429.0,3982.0,1.0
"B[0, 23]",-0.037,1.058,-1.988,2.073,0.015,0.011,4897.0,5698.0,1.0
"B[0, 24]",0.021,1.045,-2.016,1.982,0.011,0.011,9657.0,6229.0,1.0
"B[0, 25]",-0.109,1.519,-3.038,2.76,0.043,0.031,1202.0,3167.0,1.0
"B[0, 26]",-0.013,1.06,-1.963,2.097,0.012,0.011,7904.0,6506.0,1.0
"B[0, 27]",-0.051,1.225,-2.331,2.387,0.025,0.017,2385.0,4961.0,1.0
"B[0, 28]",0.062,1.193,-2.297,2.293,0.017,0.012,4781.0,5885.0,1.0
"B[0, 29]",0.04,1.203,-2.28,2.357,0.017,0.012,4621.0,5443.0,1.0
"B[0, 30]",-0.019,1.239,-2.313,2.413,0.012,0.014,11811.0,5859.0,1.0
"B[0, 31]",0.034,1.255,-2.308,2.488,0.018,0.014,4942.0,5515.0,1.0
"B[0, 32]",-0.032,1.226,-2.221,2.483,0.014,0.013,8480.0,6585.0,1.0
"B[0, 33]",-0.047,1.244,-2.31,2.441,0.016,0.013,6500.0,6186.0,1.0
"B[0, 34]",0.015,1.267,-2.497,2.284,0.012,0.012,10724.0,6684.0,1.0
"B[0, 35]",0.004,1.208,-2.322,2.352,0.012,0.012,9965.0,6433.0,1.0
"B[0, 36]",-0.102,1.609,-3.154,2.941,0.039,0.028,1638.0,3844.0,1.0
"B[0, 37]",-0.133,1.666,-3.286,3.014,0.041,0.029,1571.0,4362.0,1.0
"B[0, 38]",0.03,1.31,-2.532,2.523,0.015,0.014,8075.0,5305.0,1.0
"B[0, 39]",0.018,1.355,-2.456,2.639,0.014,0.014,8903.0,5339.0,1.0
"B[0, 40]",0.026,1.371,-2.676,2.525,0.018,0.014,5553.0,6102.0,1.0
"B[0, 41]",0.036,1.372,-2.609,2.563,0.015,0.015,8130.0,5619.0,1.0
"B[0, 42]",-0.047,1.491,-3.046,2.706,0.027,0.019,3021.0,5133.0,1.0
"B[0, 43]",0.004,1.338,-2.57,2.539,0.014,0.013,9737.0,6489.0,1.0
"B[0, 44]",-0.023,1.363,-2.492,2.651,0.014,0.014,10642.0,6651.0,1.0
"B[0, 45]",0.044,1.473,-2.67,3.007,0.017,0.015,7067.0,5912.0,1.0
"B[0, 46]",0.046,1.477,-2.614,2.973,0.019,0.016,5942.0,6051.0,1.0
"B[0, 47]",0.034,1.515,-2.983,2.707,0.017,0.016,7677.0,5998.0,1.0
"B[0, 48]",-0.012,1.557,-2.966,2.988,0.014,0.018,11959.0,5800.0,1.0
"B[0, 49]",0.049,1.537,-2.947,2.89,0.019,0.016,6700.0,6542.0,1.0
"B[0, 50]",0.009,1.483,-2.793,2.949,0.015,0.015,9397.0,6253.0,1.0
"B[0, 51]",-0.008,1.512,-2.945,2.846,0.016,0.016,9282.0,6394.0,1.0
"B[0, 52]",0.009,1.558,-3.295,2.878,0.014,0.016,12050.0,6735.0,1.0
"B[0, 53]",0.021,1.538,-3.001,2.851,0.017,0.016,8754.0,6308.0,1.0
"B[0, 54]",0.045,1.622,-3.0,3.11,0.02,0.017,6844.0,5806.0,1.0
"B[0, 55]",-0.159,0.257,-0.636,0.329,0.003,0.002,6411.0,6861.0,1.0
"B[0, 56]",-0.213,2.265,-4.584,4.009,0.067,0.047,1131.0,3677.0,1.0
"B[0, 57]",0.02,1.738,-3.132,3.488,0.02,0.017,7251.0,5967.0,1.0
"B[0, 58]",0.022,1.603,-3.163,3.033,0.018,0.016,8007.0,6210.0,1.0
"B[0, 59]",-0.069,1.755,-3.441,3.265,0.027,0.019,3868.0,4915.0,1.0
"B[0, 60]",0.003,1.617,-3.089,3.008,0.016,0.017,10166.0,6412.0,1.0
"B[0, 61]",0.026,1.693,-3.265,3.226,0.018,0.018,8676.0,6272.0,1.0
"B[0, 62]",0.045,1.718,-3.186,3.33,0.021,0.018,6483.0,6187.0,1.0
"B[0, 63]",0.039,1.718,-3.247,3.315,0.021,0.016,7144.0,6621.0,1.0
"B[0, 64]",0.002,1.677,-3.272,3.199,0.016,0.017,10823.0,6491.0,1.0
"B[0, 65]",0.01,1.697,-3.124,3.413,0.016,0.018,11816.0,6412.0,1.0
"B[0, 66]",0.017,1.722,-3.285,3.179,0.016,0.018,13025.0,6483.0,1.0
"B[0, 67]",0.049,1.714,-3.215,3.359,0.022,0.016,6136.0,6040.0,1.0
"B[0, 68]",0.02,1.853,-3.675,3.529,0.024,0.018,6088.0,5764.0,1.0
"B[0, 69]",-0.005,1.776,-3.353,3.516,0.017,0.019,11548.0,6314.0,1.0
"B[0, 70]",0.042,1.806,-3.514,3.403,0.021,0.019,7183.0,6247.0,1.0
"B[0, 71]",0.012,1.887,-3.542,3.589,0.016,0.021,13783.0,6456.0,1.0
"B[0, 72]",0.033,1.842,-3.498,3.53,0.022,0.019,6926.0,5853.0,1.0
"B[0, 73]",0.007,1.836,-3.59,3.56,0.02,0.019,8815.0,6537.0,1.0
"B[0, 74]",-0.016,1.916,-3.672,3.583,0.017,0.021,12783.0,5816.0,1.0
"B[0, 75]",0.021,1.863,-3.467,3.593,0.02,0.019,8430.0,5961.0,1.0
"B[0, 76]",0.064,1.852,-3.501,3.538,0.022,0.019,7013.0,6073.0,1.0
"B[0, 77]",0.03,1.868,-3.558,3.502,0.019,0.018,9689.0,6875.0,1.0
"B[0, 78]",0.023,1.986,-3.889,3.687,0.018,0.022,11942.0,6188.0,1.0
"B[0, 79]",0.019,1.904,-3.403,3.801,0.023,0.02,7125.0,6054.0,1.0
"B[0, 80]",0.003,1.998,-3.682,3.978,0.02,0.022,10670.0,5840.0,1.0
"B[0, 81]",-0.029,2.041,-4.015,3.702,0.02,0.023,10853.0,6522.0,1.0
"B[0, 82]",-0.002,2.013,-3.895,3.743,0.019,0.021,11953.0,6300.0,1.0
"B[0, 83]",-0.007,1.864,-3.534,3.67,0.018,0.019,10624.0,6710.0,1.0
"B[0, 84]",0.007,1.934,-3.534,3.94,0.019,0.019,10473.0,6474.0,1.0
"B[0, 85]",-0.195,2.763,-5.246,5.064,0.076,0.054,1280.0,3341.0,1.0
"B[0, 86]",-0.082,2.136,-4.035,4.059,0.039,0.027,2938.0,5655.0,1.0
"B[0, 87]",-0.005,1.978,-3.559,3.914,0.019,0.022,11723.0,6009.0,1.0
"B[0, 88]",0.024,2.0,-3.656,4.026,0.019,0.02,10981.0,6415.0,1.0
"B[0, 89]",0.012,2.083,-3.928,3.996,0.022,0.024,8692.0,5857.0,1.0
"B[0, 90]",0.024,2.015,-3.83,3.869,0.021,0.02,9156.0,6303.0,1.0
"B[0, 91]",0.042,2.13,-4.056,4.027,0.02,0.023,11938.0,6688.0,1.0
"B[0, 92]",0.019,2.03,-3.679,3.895,0.02,0.022,10595.0,5907.0,1.0
"B[0, 93]",0.033,2.081,-4.015,4.043,0.023,0.022,8324.0,5896.0,1.0
"B[0, 94]",0.02,2.086,-3.954,4.051,0.025,0.023,6811.0,5730.0,1.0
"B[0, 95]",0.001,2.158,-4.491,3.915,0.019,0.024,13492.0,5656.0,1.0
"B[0, 96]",0.052,2.068,-3.898,4.044,0.023,0.02,7946.0,6246.0,1.0
"B[0, 97]",0.007,2.146,-4.223,4.019,0.023,0.023,9000.0,6097.0,1.0
"B[0, 98]",-0.015,2.203,-4.096,4.332,0.02,0.024,12211.0,6473.0,1.0
"B[0, 99]",-0.002,2.206,-4.268,4.113,0.019,0.025,14008.0,6262.0,1.0
"B[0, 100]",0.008,2.225,-4.361,4.035,0.021,0.022,11487.0,5986.0,1.0
"B[0, 101]",0.017,2.256,-4.387,4.24,0.021,0.025,12357.0,6210.0,1.0
"B[0, 102]",-0.007,2.269,-4.292,4.375,0.02,0.023,13154.0,6120.0,1.0
"B[0, 103]",0.006,2.213,-4.196,4.249,0.025,0.021,7757.0,6224.0,1.0
"B[0, 104]",0.027,2.156,-4.066,4.227,0.023,0.023,8843.0,5693.0,1.0
"B[0, 105]",0.029,2.282,-4.413,4.344,0.021,0.023,12217.0,6565.0,1.0
"B[0, 106]",0.023,2.167,-4.151,4.074,0.022,0.024,10279.0,6348.0,1.0
"B[0, 107]",-0.025,2.31,-4.274,4.681,0.021,0.025,12281.0,5988.0,1.0
"B[0, 108]",0.0,2.186,-4.111,4.284,0.021,0.022,10861.0,6463.0,1.0
"B[0, 109]",0.055,2.269,-4.321,4.484,0.026,0.024,7381.0,5926.0,1.0
"B[0, 110]",-0.008,2.332,-4.355,4.597,0.021,0.025,13328.0,6069.0,1.0
"B[0, 111]",0.028,2.364,-4.261,4.573,0.022,0.026,12622.0,6386.0,1.0
"B[0, 112]",0.025,2.226,-4.285,4.314,0.023,0.023,8924.0,6085.0,1.0
"B[0, 113]",0.028,2.256,-4.274,4.239,0.025,0.024,8857.0,5639.0,1.0
"B[0, 114]",0.007,2.255,-4.498,4.147,0.026,0.021,7731.0,6169.0,1.0
"B[0, 115]",0.067,2.278,-4.528,4.297,0.023,0.024,10371.0,6525.0,1.0
"B[0, 116]",0.035,2.259,-4.225,4.443,0.022,0.023,10436.0,6087.0,1.0
"B[0, 117]",-0.006,2.337,-4.536,4.416,0.025,0.025,8709.0,6026.0,1.0
"B[0, 118]",0.013,2.313,-4.577,4.373,0.023,0.024,9951.0,6901.0,1.0
"B[0, 119]",0.025,2.474,-4.659,4.631,0.022,0.03,12946.0,5935.0,1.0
"B[0, 120]",-0.012,2.466,-4.673,4.823,0.021,0.027,13837.0,6353.0,1.0
"B[0, 121]",0.014,2.386,-4.34,4.561,0.026,0.026,8737.0,6338.0,1.0
"B[0, 122]",0.037,2.379,-4.538,4.512,0.024,0.025,9484.0,6052.0,1.0
"B[0, 123]",-0.005,2.5,-4.741,4.768,0.023,0.029,12276.0,6321.0,1.0
"B[0, 124]",0.051,2.412,-4.83,4.353,0.022,0.025,12764.0,6405.0,1.0
"B[1, 0]",0.0,0.0,0.0,0.0,0.0,0.0,8000.0,8000.0,
"B[1, 1]",0.0,0.005,-0.011,0.01,0.0,0.0,5921.0,6239.0,1.0
"B[1, 2]",-0.0,0.008,-0.016,0.016,0.0,0.0,5952.0,6442.0,1.0
"B[1, 3]",-0.0,0.008,-0.017,0.017,0.0,0.0,6530.0,6879.0,1.0
"B[1, 4]",-0.0,0.01,-0.02,0.019,0.0,0.0,6283.0,6665.0,1.0
"B[1, 5]",-0.001,0.021,-0.042,0.044,0.0,0.0,5140.0,5176.0,1.0
"B[1, 6]",-0.0,0.012,-0.025,0.023,0.0,0.0,6100.0,6654.0,1.0
"B[1, 7]",-0.003,0.017,-0.037,0.031,0.0,0.0,6865.0,6970.0,1.0
"B[1, 8]",-0.001,0.016,-0.032,0.031,0.0,0.0,5848.0,6356.0,1.0
"B[1, 9]",-0.001,0.016,-0.034,0.032,0.0,0.0,6021.0,6735.0,1.0
"B[1, 10]",0.001,0.018,-0.033,0.037,0.0,0.0,5474.0,6041.0,1.0
"B[1, 11]",-0.0,0.018,-0.034,0.038,0.0,0.0,5819.0,6439.0,1.0
"B[1, 12]",-0.001,0.019,-0.042,0.035,0.0,0.0,5894.0,6274.0,1.0
"B[1, 13]",0.003,0.02,-0.037,0.043,0.0,0.0,5673.0,5831.0,1.0
"B[1, 14]",0.006,0.022,-0.033,0.051,0.0,0.0,4206.0,4667.0,1.0
"B[1, 15]",-0.002,0.022,-0.047,0.041,0.0,0.0,5884.0,6521.0,1.0
"B[1, 16]",-0.0,0.022,-0.047,0.042,0.0,0.0,5694.0,6123.0,1.0
"B[1, 17]",-0.002,0.023,-0.048,0.044,0.0,0.0,6251.0,6463.0,1.0
"B[1, 18]",0.003,0.028,-0.052,0.059,0.0,0.0,7084.0,7218.0,1.0
"B[1, 19]",0.004,0.018,-0.024,0.043,0.0,0.0,5542.0,5279.0,1.0
"B[1, 20]",-0.003,0.02,-0.043,0.038,0.0,0.0,7122.0,6535.0,1.0
"B[1, 21]",-0.003,0.022,-0.049,0.037,0.0,0.0,5848.0,5866.0,1.0
"B[1, 22]",0.013,0.039,-0.056,0.095,0.001,0.0,6431.0,5684.0,1.0
"B[1, 23]",0.003,0.026,-0.046,0.058,0.0,0.0,6407.0,6800.0,1.0
"B[1, 24]",0.005,0.026,-0.044,0.055,0.0,0.0,5827.0,5724.0,1.0
"B[1, 25]",0.011,0.045,-0.072,0.105,0.001,0.0,7584.0,7459.0,1.0
"B[1, 26]",-0.001,0.025,-0.053,0.047,0.0,0.0,6051.0,6240.0,1.0
"B[1, 27]",0.003,0.031,-0.059,0.067,0.0,0.0,6669.0,6917.0,1.0
"B[1, 28]",-0.003,0.029,-0.064,0.053,0.0,0.0,6028.0,5989.0,1.0
"B[1, 29]",-0.002,0.029,-0.062,0.054,0.0,0.0,6659.0,6209.0,1.0
"B[1, 30]",0.004,0.03,-0.058,0.065,0.0,0.0,5837.0,5897.0,1.0
"B[1, 31]",-0.001,0.03,-0.059,0.057,0.0,0.0,6717.0,6728.0,1.0
"B[1, 32]",0.002,0.027,-0.055,0.054,0.0,0.0,5754.0,6302.0,1.0
"B[1, 33]",0.003,0.029,-0.05,0.07,0.0,0.0,6235.0,6689.0,1.0
"B[1, 34]",-0.004,0.029,-0.062,0.054,0.0,0.0,6281.0,6291.0,1.0
"B[1, 35]",-0.001,0.028,-0.056,0.057,0.0,0.0,6295.0,6687.0,1.0
"B[1, 36]",0.008,0.046,-0.076,0.111,0.001,0.0,7334.0,6481.0,1.0
"B[1, 37]",0.009,0.048,-0.081,0.11,0.001,0.0,7144.0,7329.0,1.0
"B[1, 38]",-0.003,0.03,-0.065,0.053,0.0,0.0,6055.0,6503.0,1.0
"B[1, 39]",-0.002,0.03,-0.063,0.055,0.0,0.0,6175.0,6210.0,1.0
"B[1, 40]",-0.004,0.032,-0.069,0.06,0.0,0.0,5887.0,6090.0,1.0
"B[1, 41]",-0.001,0.031,-0.063,0.063,0.0,0.0,6129.0,6579.0,1.0
"B[1, 42]",0.004,0.038,-0.065,0.083,0.0,0.0,6291.0,6895.0,1.0
"B[1, 43]",0.0,0.031,-0.061,0.06,0.0,0.0,5649.0,6598.0,1.0
"B[1, 44]",-0.001,0.03,-0.06,0.063,0.0,0.0,5507.0,5720.0,1.0
"B[1, 45]",-0.005,0.033,-0.069,0.06,0.0,0.0,5689.0,5689.0,1.0
"B[1, 46]",-0.008,0.036,-0.077,0.062,0.0,0.0,6323.0,6297.0,1.0
"B[1, 47]",-0.003,0.036,-0.074,0.068,0.0,0.0,6025.0,6452.0,1.0
"B[1, 48]",-0.002,0.036,-0.08,0.066,0.0,0.0,5643.0,5998.0,1.0
"B[1, 49]",-0.004,0.036,-0.079,0.068,0.0,0.0,6607.0,6277.0,1.0
"B[1, 50]",-0.002,0.034,-0.075,0.062,0.0,0.0,5867.0,6035.0,1.0
"B[1, 51]",0.002,0.035,-0.064,0.075,0.0,0.0,6065.0,6653.0,1.0
"B[1, 52]",-0.001,0.035,-0.071,0.071,0.0,0.0,5899.0,6345.0,1.0
"B[1, 53]",-0.001,0.036,-0.072,0.068,0.0,0.0,6365.0,5694.0,1.0
"B[1, 54]",-0.002,0.037,-0.072,0.076,0.0,0.0,6591.0,6021.0,1.0
"B[1, 55]",0.006,0.051,-0.091,0.115,0.001,0.0,7622.0,6357.0,1.0
"B[1, 56]",0.017,0.067,-0.114,0.15,0.001,0.001,7695.0,7826.0,1.0
"B[1, 57]",0.021,0.051,-0.051,0.123,0.001,0.001,3520.0,4439.0,1.0
"B[1, 58]",0.009,0.038,-0.06,0.086,0.001,0.0,4645.0,4945.0,1.0
"B[1, 59]",0.001,0.043,-0.083,0.092,0.001,0.0,6626.0,6162.0,1.0
"B[1, 60]",-0.006,0.036,-0.078,0.066,0.0,0.0,6266.0,5728.0,1.0
"B[1, 61]",-0.002,0.039,-0.081,0.069,0.0,0.0,6204.0,6360.0,1.0
"B[1, 62]",-0.003,0.04,-0.078,0.08,0.0,0.0,6152.0,6520.0,1.0
"B[1, 63]",-0.004,0.038,-0.088,0.065,0.0,0.0,6598.0,6928.0,1.0
"B[1, 64]",0.003,0.039,-0.077,0.077,0.0,0.0,5778.0,6267.0,1.0
"B[1, 65]",-0.002,0.036,-0.078,0.068,0.0,0.0,6090.0,6050.0,1.0
"B[1, 66]",-0.002,0.037,-0.081,0.069,0.0,0.0,5992.0,5758.0,1.0
"B[1, 67]",-0.006,0.039,-0.088,0.068,0.0,0.0,6891.0,6309.0,1.0
"B[1, 68]",-0.003,0.044,-0.086,0.084,0.001,0.0,6462.0,5983.0,1.0
"B[1, 69]",-0.0,0.044,-0.092,0.085,0.001,0.0,5733.0,6390.0,1.0
"B[1, 70]",0.005,0.041,-0.069,0.092,0.001,0.0,5627.0,5843.0,1.0
"B[1, 71]",-0.002,0.044,-0.096,0.081,0.001,0.0,5509.0,6452.0,1.0
"B[1, 72]",-0.004,0.044,-0.093,0.082,0.001,0.0,6322.0,6771.0,1.0
"B[1, 73]",-0.002,0.042,-0.091,0.074,0.001,0.0,5651.0,6537.0,1.0
"B[1, 74]",-0.001,0.043,-0.086,0.088,0.001,0.0,6082.0,6905.0,1.0
"B[1, 75]",-0.003,0.043,-0.092,0.079,0.001,0.0,6340.0,6456.0,1.0
"B[1, 76]",-0.011,0.043,-0.105,0.066,0.001,0.0,6073.0,6263.0,1.0
"B[1, 77]",0.008,0.043,-0.073,0.096,0.001,0.0,5354.0,5935.0,1.0
"B[1, 78]",0.006,0.046,-0.079,0.105,0.001,0.0,6165.0,5826.0,1.0
"B[1, 79]",-0.003,0.045,-0.097,0.085,0.001,0.0,5860.0,5896.0,1.0
"B[1, 80]",-0.005,0.047,-0.107,0.079,0.001,0.0,6058.0,6972.0,1.0
"B[1, 81]",-0.006,0.046,-0.099,0.087,0.001,0.0,5871.0,5978.0,1.0
"B[1, 82]",-0.008,0.048,-0.104,0.088,0.001,0.0,6268.0,6858.0,1.0
"B[1, 83]",-0.001,0.042,-0.079,0.083,0.001,0.0,6412.0,6625.0,1.0
"B[1, 84]",0.008,0.043,-0.071,0.1,0.001,0.0,5574.0,5786.0,1.0
"B[1, 85]",0.016,0.082,-0.144,0.181,0.001,0.001,7596.0,7168.0,1.0
"B[1, 86]",0.007,0.055,-0.094,0.125,0.001,0.0,6788.0,6753.0,1.0
"B[1, 87]",0.001,0.046,-0.089,0.093,0.001,0.0,5692.0,6093.0,1.0
"B[1, 88]",-0.001,0.045,-0.1,0.079,0.001,0.0,5398.0,6238.0,1.0
"B[1, 89]",-0.003,0.048,-0.091,0.097,0.001,0.0,6528.0,6072.0,1.0
"B[1, 90]",-0.003,0.047,-0.099,0.087,0.001,0.0,5717.0,6394.0,1.0
"B[1, 91]",0.0,0.048,-0.097,0.096,0.001,0.0,5437.0,6813.0,1.0
"B[1, 92]",-0.005,0.044,-0.095,0.081,0.001,0.0,6283.0,6717.0,1.0
"B[1, 93]",-0.003,0.049,-0.094,0.094,0.001,0.0,6254.0,5819.0,1.0
"B[1, 94]",-0.011,0.046,-0.109,0.073,0.001,0.0,6139.0,6381.0,1.0
"B[1, 95]",-0.002,0.049,-0.109,0.092,0.001,0.0,5589.0,6856.0,1.0
"B[1, 96]",-0.006,0.046,-0.105,0.083,0.001,0.0,5807.0,6296.0,1.0
"B[1, 97]",-0.001,0.048,-0.096,0.094,0.001,0.0,6329.0,6591.0,1.0
"B[1, 98]",-0.016,0.055,-0.136,0.078,0.001,0.001,4908.0,5094.0,1.0
"B[1, 99]",-0.005,0.052,-0.105,0.101,0.001,0.0,5624.0,6472.0,1.0
"B[1, 100]",-0.009,0.052,-0.119,0.09,0.001,0.0,5435.0,5913.0,1.0
"B[1, 101]",0.005,0.051,-0.1,0.109,0.001,0.0,5767.0,6474.0,1.0
"B[1, 102]",0.006,0.053,-0.09,0.124,0.001,0.0,6085.0,6341.0,1.0
"B[1, 103]",-0.003,0.051,-0.097,0.102,0.001,0.0,6033.0,6198.0,1.0
"B[1, 104]",-0.001,0.051,-0.098,0.1,0.001,0.0,5863.0,6005.0,1.0
"B[1, 105]",-0.008,0.052,-0.122,0.09,0.001,0.0,6021.0,6310.0,1.0
"B[1, 106]",-0.002,0.049,-0.106,0.092,0.001,0.0,5882.0,5692.0,1.0
"B[1, 107]",-0.004,0.053,-0.121,0.096,0.001,0.0,6008.0,7029.0,1.0
"B[1, 108]",-0.005,0.046,-0.098,0.086,0.001,0.0,5671.0,6611.0,1.0
"B[1, 109]",-0.001,0.052,-0.106,0.104,0.001,0.001,6025.0,6185.0,1.0
"B[1, 110]",-0.006,0.054,-0.112,0.105,0.001,0.001,5913.0,6397.0,1.0
"B[1, 111]",-0.001,0.052,-0.112,0.104,0.001,0.0,6139.0,6755.0,1.0
"B[1, 112]",-0.004,0.051,-0.105,0.101,0.001,0.0,6163.0,5702.0,1.0
"B[1, 113]",-0.0,0.048,-0.093,0.102,0.001,0.0,6105.0,6597.0,1.0
"B[1, 114]",-0.003,0.053,-0.108,0.096,0.001,0.0,6297.0,6173.0,1.0
"B[1, 115]",-0.003,0.052,-0.108,0.104,0.001,0.001,6220.0,5603.0,1.0
"B[1, 116]",0.002,0.047,-0.098,0.095,0.001,0.0,6337.0,6205.0,1.0
"B[1, 117]",-0.003,0.053,-0.108,0.106,0.001,0.001,5012.0,5934.0,1.0
"B[1, 118]",-0.001,0.055,-0.109,0.103,0.001,0.001,5401.0,6298.0,1.0
"B[1, 119]",-0.013,0.057,-0.13,0.094,0.001,0.001,5792.0,5870.0,1.0
"B[1, 120]",-0.004,0.054,-0.118,0.107,0.001,0.001,6466.0,6776.0,1.0
"B[1, 121]",-0.002,0.056,-0.104,0.115,0.001,0.001,5998.0,5976.0,1.0
"B[1, 122]",-0.007,0.05,-0.116,0.088,0.001,0.0,5932.0,6009.0,1.0
"B[1, 123]",-0.016,0.06,-0.139,0.093,0.001,0.001,5697.0,6215.0,1.0
"B[1, 124]",-0.006,0.056,-0.132,0.095,0.001,0.0,6177.0,6433.0,1.0
"B[2, 0]",0.0,0.0,0.0,0.0,0.0,0.0,8000.0,8000.0,
"B[2, 1]",-0.0,0.043,-0.083,0.062,0.0,0.001,7864.0,5073.0,1.0
"B[2, 2]",-0.0,0.062,-0.112,0.104,0.001,0.001,6458.0,5137.0,1.0
"B[2, 3]",-0.0,0.066,-0.112,0.122,0.001,0.001,7759.0,5278.0,1.0
"B[2, 4]",-0.001,0.07,-0.126,0.124,0.001,0.001,6193.0,5094.0,1.0
"B[2, 5]",0.001,0.141,-0.262,0.24,0.002,0.002,6728.0,5273.0,1.0
"B[2, 6]",-0.001,0.093,-0.172,0.158,0.001,0.001,6778.0,5005.0,1.0
"B[2, 7]",-0.001,0.137,-0.255,0.236,0.003,0.002,2394.0,2490.0,1.0
"B[2, 8]",0.001,0.121,-0.219,0.212,0.001,0.001,7233.0,4816.0,1.0
"B[2, 9]",-0.0,0.126,-0.207,0.211,0.001,0.001,7459.0,5357.0,1.0
"B[2, 10]",-0.001,0.131,-0.23,0.227,0.001,0.001,6346.0,5172.0,1.0
"B[2, 11]",-0.001,0.131,-0.245,0.245,0.001,0.002,6554.0,4920.0,1.0
"B[2, 12]",0.0,0.163,-0.275,0.264,0.002,0.002,6876.0,4791.0,1.0
"B[2, 13]",0.002,0.155,-0.258,0.271,0.002,0.002,6543.0,4997.0,1.0
"B[2, 14]",-0.001,0.151,-0.285,0.258,0.002,0.002,6664.0,5250.0,1.0
"B[2, 15]",0.001,0.169,-0.277,0.307,0.002,0.002,6272.0,5393.0,1.0
"B[2, 16]",-0.002,0.171,-0.276,0.327,0.002,0.002,6376.0,5474.0,1.0
"B[2, 17]",0.001,0.195,-0.335,0.315,0.004,0.003,2745.0,3428.0,1.0
"B[2, 18]",0.001,0.232,-0.403,0.42,0.005,0.004,2192.0,2558.0,1.0
"B[2, 19]",0.001,0.134,-0.225,0.24,0.002,0.001,5252.0,5430.0,1.0
"B[2, 20]",-0.004,0.173,-0.311,0.278,0.003,0.002,2889.0,3127.0,1.0
"B[2, 21]",0.014,0.117,-0.217,0.245,0.002,0.001,4889.0,5319.0,1.0
"B[2, 22]",-0.001,0.322,-0.594,0.564,0.008,0.005,1883.0,2294.0,1.0
"B[2, 23]",0.001,0.198,-0.367,0.317,0.003,0.002,3276.0,3746.0,1.0
"B[2, 24]",0.0,0.181,-0.315,0.287,0.002,0.002,5302.0,5713.0,1.0
"B[2, 25]",0.002,0.393,-0.821,0.674,0.011,0.007,1637.0,2029.0,1.0
"B[2, 26]",0.002,0.19,-0.302,0.336,0.003,0.002,4799.0,4704.0,1.0
"B[2, 27]",0.004,0.268,-0.491,0.437,0.006,0.004,2289.0,2365.0,1.0
"B[2, 28]",-0.003,0.224,-0.402,0.393,0.004,0.003,2987.0,3622.0,1.0
"B[2, 29]",-0.005,0.209,-0.4,0.393,0.004,0.003,3187.0,3905.0,1.0
"B[2, 30]",-0.0,0.231,-0.445,0.366,0.002,0.003,6345.0,4962.0,1.0
"B[2, 31]",-0.005,0.232,-0.429,0.389,0.004,0.003,3090.0,3783.0,1.0
"B[2, 32]",0.002,0.231,-0.346,0.382,0.003,0.002,5524.0,5413.0,1.0
"B[2, 33]",0.003,0.223,-0.38,0.387,0.003,0.002,3977.0,4202.0,1.0
"B[2, 34]",0.002,0.227,-0.368,0.355,0.003,0.002,5586.0,5512.0,1.0
"B[2, 35]",-0.01,0.125,-0.269,0.246,0.002,0.001,5209.0,4760.0,1.0
"B[2, 36]",0.002,0.368,-0.675,0.654,0.009,0.006,1949.0,2332.0,1.0
"B[2, 37]",0.003,0.404,-0.699,0.778,0.01,0.007,1779.0,2170.0,1.0
"B[2, 38]",-0.004,0.216,-0.433,0.355,0.003,0.002,4786.0,5003.0,1.0
"B[2, 39]",-0.003,0.251,-0.399,0.389,0.004,0.003,5658.0,4844.0,1.0
"B[2, 40]",0.0,0.246,-0.447,0.432,0.004,0.003,3341.0,3478.0,1.0
"B[2, 41]",-0.001,0.221,-0.383,0.401,0.003,0.002,4830.0,4965.0,1.0
"B[2, 42]",0.002,0.299,-0.535,0.504,0.006,0.004,2538.0,3307.0,1.0
"B[2, 43]",-0.004,0.226,-0.427,0.367,0.003,0.002,5960.0,5574.0,1.0
"B[2, 44]",-0.004,0.23,-0.399,0.389,0.003,0.002,6329.0,6543.0,1.0
"B[2, 45]",0.001,0.249,-0.435,0.45,0.004,0.003,3671.0,4260.0,1.0
"B[2, 46]",-0.004,0.264,-0.495,0.418,0.004,0.003,3657.0,3887.0,1.0
"B[2, 47]",-0.001,0.263,-0.482,0.439,0.004,0.003,3565.0,4036.0,1.0
"B[2, 48]",-0.004,0.291,-0.518,0.526,0.003,0.003,6896.0,4674.0,1.0
"B[2, 49]",-0.004,0.271,-0.456,0.486,0.004,0.003,3742.0,4608.0,1.0
"B[2, 50]",-0.001,0.267,-0.452,0.409,0.004,0.003,5214.0,5257.0,1.0
"B[2, 51]",-0.005,0.262,-0.438,0.449,0.003,0.003,4635.0,4440.0,1.0
"B[2, 52]",0.002,0.264,-0.43,0.457,0.003,0.002,6111.0,5573.0,1.0
"B[2, 53]",-0.004,0.277,-0.448,0.463,0.004,0.003,4933.0,5239.0,1.0
"B[2, 54]",-0.005,0.286,-0.503,0.479,0.004,0.003,3960.0,4518.0,1.0
